anomaly_id,timestamp,parameter_name,actual_reading,expected_baseline,lower_threshold,upper_threshold,is_detection_point
ANM-0012,2026-07-21T09:00:00,Engine load (%),69.295,70.0,35.0,90.0,False
ANM-0012,2026-07-21T10:00:00,Engine load (%),69.794,70.0,35.0,90.0,False
ANM-0012,2026-07-21T11:00:00,Engine load (%),71.025,70.0,35.0,90.0,False
ANM-0012,2026-07-21T12:00:00,Engine load (%),68.818,70.0,35.0,90.0,False
ANM-0012,2026-07-21T13:00:00,Engine load (%),68.733,70.0,35.0,90.0,False
ANM-0012,2026-07-21T14:00:00,Engine load (%),70.979,70.0,35.0,90.0,False
ANM-0012,2026-07-21T15:00:00,Engine load (%),69.869,70.0,35.0,90.0,False
ANM-0012,2026-07-21T16:00:00,Engine load (%),69.95,70.0,35.0,90.0,False
ANM-0012,2026-07-21T17:00:00,Engine load (%),72.39,70.0,35.0,90.0,False
ANM-0012,2026-07-21T18:00:00,Engine load (%),73.851,70.0,35.0,90.0,False
ANM-0012,2026-07-21T19:00:00,Engine load (%),77.991,70.0,35.0,90.0,False
ANM-0012,2026-07-21T20:00:00,Engine load (%),80.08,70.0,35.0,90.0,False
ANM-0012,2026-07-21T21:00:00,Engine load (%),81.512,70.0,35.0,90.0,False
ANM-0012,2026-07-21T22:00:00,Engine load (%),82.268,70.0,35.0,90.0,False
ANM-0012,2026-07-21T23:00:00,Engine load (%),86.403,70.0,35.0,90.0,True
ANM-0013,2026-07-20T18:00:00,Simulated weather factor,1.024,1.0,0.75,1.25,False
ANM-0013,2026-07-20T19:00:00,Simulated weather factor,0.995,1.0,0.75,1.25,False
ANM-0013,2026-07-20T20:00:00,Simulated weather factor,0.989,1.0,0.75,1.25,False
ANM-0013,2026-07-20T21:00:00,Simulated weather factor,1.02,1.0,0.75,1.25,False
ANM-0013,2026-07-20T22:00:00,Simulated weather factor,1.016,1.0,0.75,1.25,False
ANM-0013,2026-07-20T23:00:00,Simulated weather factor,1.009,1.0,0.75,1.25,False
ANM-0013,2026-07-21T00:00:00,Simulated weather factor,0.991,1.0,0.75,1.25,False
ANM-0013,2026-07-21T01:00:00,Simulated weather factor,1.003,1.0,0.75,1.25,False
ANM-0013,2026-07-21T02:00:00,Simulated weather factor,0.974,1.0,0.75,1.25,False
ANM-0013,2026-07-21T03:00:00,Simulated weather factor,0.993,1.0,0.75,1.25,False
ANM-0013,2026-07-21T04:00:00,Simulated weather factor,0.998,1.0,0.75,1.25,False
ANM-0013,2026-07-21T05:00:00,Simulated weather factor,0.997,1.0,0.75,1.25,False
ANM-0013,2026-07-21T06:00:00,Simulated weather factor,0.991,1.0,0.75,1.25,False
ANM-0013,2026-07-21T07:00:00,Simulated weather factor,0.986,1.0,0.75,1.25,False
ANM-0013,2026-07-21T08:00:00,Simulated weather factor,1.005,1.0,0.75,1.25,False
ANM-0013,2026-07-21T09:00:00,Simulated weather factor,0.987,1.0,0.75,1.25,False
ANM-0013,2026-07-21T10:00:00,Simulated weather factor,0.991,1.0,0.75,1.25,False
ANM-0013,2026-07-21T11:00:00,Simulated weather factor,0.992,1.0,0.75,1.25,False
ANM-0013,2026-07-21T12:00:00,Simulated weather factor,1.025,1.0,0.75,1.25,False
ANM-0013,2026-07-21T13:00:00,Simulated weather factor,1.022,1.0,0.75,1.25,False
ANM-0013,2026-07-21T14:00:00,Simulated weather factor,1.036,1.0,0.75,1.25,False
ANM-0013,2026-07-21T15:00:00,Simulated weather factor,1.045,1.0,0.75,1.25,False
ANM-0013,2026-07-21T16:00:00,Simulated weather factor,1.053,1.0,0.75,1.25,False
ANM-0013,2026-07-21T17:00:00,Simulated weather factor,1.095,1.0,0.75,1.25,False
ANM-0013,2026-07-21T18:00:00,Simulated weather factor,1.116,1.0,0.75,1.25,True
ANM-0014,2026-07-20T13:00:00,Actual fuel consumption (t/day),28.518,29.0,24.0,36.0,False
ANM-0014,2026-07-20T14:00:00,Actual fuel consumption (t/day),29.108,29.0,24.0,36.0,False
ANM-0014,2026-07-20T15:00:00,Actual fuel consumption (t/day),29.524,29.0,24.0,36.0,False
ANM-0014,2026-07-20T16:00:00,Actual fuel consumption (t/day),29.081,29.0,24.0,36.0,False
ANM-0014,2026-07-20T17:00:00,Actual fuel consumption (t/day),28.21,29.0,24.0,36.0,False
ANM-0014,2026-07-20T18:00:00,Actual fuel consumption (t/day),29.636,29.0,24.0,36.0,False
ANM-0014,2026-07-20T19:00:00,Actual fuel consumption (t/day),29.244,29.0,24.0,36.0,False
ANM-0014,2026-07-20T20:00:00,Actual fuel consumption (t/day),28.358,29.0,24.0,36.0,False
ANM-0014,2026-07-20T21:00:00,Actual fuel consumption (t/day),28.884,29.0,24.0,36.0,False
ANM-0014,2026-07-20T22:00:00,Actual fuel consumption (t/day),29.082,29.0,24.0,36.0,False
ANM-0014,2026-07-20T23:00:00,Actual fuel consumption (t/day),28.954,29.0,24.0,36.0,False
ANM-0014,2026-07-21T00:00:00,Actual fuel consumption (t/day),29.112,29.0,24.0,36.0,False
ANM-0014,2026-07-21T01:00:00,Actual fuel consumption (t/day),28.72,29.0,24.0,36.0,False
ANM-0014,2026-07-21T02:00:00,Actual fuel consumption (t/day),28.996,29.0,24.0,36.0,False
ANM-0014,2026-07-21T03:00:00,Actual fuel consumption (t/day),28.913,29.0,24.0,36.0,False
ANM-0014,2026-07-21T04:00:00,Actual fuel consumption (t/day),28.747,29.0,24.0,36.0,False
ANM-0014,2026-07-21T05:00:00,Actual fuel consumption (t/day),28.98,29.0,24.0,36.0,False
ANM-0014,2026-07-21T06:00:00,Actual fuel consumption (t/day),28.902,29.0,24.0,36.0,False
ANM-0014,2026-07-21T07:00:00,Actual fuel consumption (t/day),28.464,29.0,24.0,36.0,False
ANM-0014,2026-07-21T08:00:00,Actual fuel consumption (t/day),27.356,29.0,24.0,36.0,False
ANM-0014,2026-07-21T09:00:00,Actual fuel consumption (t/day),26.706,29.0,24.0,36.0,False
ANM-0014,2026-07-21T10:00:00,Actual fuel consumption (t/day),26.939,29.0,24.0,36.0,False
ANM-0014,2026-07-21T11:00:00,Actual fuel consumption (t/day),25.79,29.0,24.0,36.0,False
ANM-0014,2026-07-21T12:00:00,Actual fuel consumption (t/day),24.6,29.0,24.0,36.0,False
ANM-0014,2026-07-21T13:00:00,Actual fuel consumption (t/day),24.396,29.0,24.0,36.0,True
ANM-0015,2026-07-20T08:00:00,Vessel speed (kn),14.775,15.0,11.0,19.0,False
ANM-0015,2026-07-20T09:00:00,Vessel speed (kn),15.125,15.0,11.0,19.0,False
ANM-0015,2026-07-20T10:00:00,Vessel speed (kn),15.09,15.0,11.0,19.0,False
ANM-0015,2026-07-20T11:00:00,Vessel speed (kn),14.849,15.0,11.0,19.0,False
ANM-0015,2026-07-20T12:00:00,Vessel speed (kn),14.959,15.0,11.0,19.0,False
ANM-0015,2026-07-20T13:00:00,Vessel speed (kn),14.952,15.0,11.0,19.0,False
ANM-0015,2026-07-20T14:00:00,Vessel speed (kn),15.123,15.0,11.0,19.0,False
ANM-0015,2026-07-20T15:00:00,Vessel speed (kn),14.9,15.0,11.0,19.0,False
ANM-0015,2026-07-20T16:00:00,Vessel speed (kn),14.786,15.0,11.0,19.0,False
ANM-0015,2026-07-20T17:00:00,Vessel speed (kn),15.303,15.0,11.0,19.0,False
ANM-0015,2026-07-20T18:00:00,Vessel speed (kn),15.199,15.0,11.0,19.0,False
ANM-0015,2026-07-20T19:00:00,Vessel speed (kn),14.935,15.0,11.0,19.0,False
ANM-0015,2026-07-20T20:00:00,Vessel speed (kn),15.0,15.0,11.0,19.0,False
ANM-0015,2026-07-20T21:00:00,Vessel speed (kn),14.802,15.0,11.0,19.0,False
ANM-0015,2026-07-20T22:00:00,Vessel speed (kn),14.958,15.0,11.0,19.0,False
ANM-0015,2026-07-20T23:00:00,Vessel speed (kn),15.081,15.0,11.0,19.0,False
ANM-0015,2026-07-21T00:00:00,Vessel speed (kn),14.908,15.0,11.0,19.0,False
ANM-0015,2026-07-21T01:00:00,Vessel speed (kn),15.097,15.0,11.0,19.0,False
ANM-0015,2026-07-21T02:00:00,Vessel speed (kn),15.681,15.0,11.0,19.0,False
ANM-0015,2026-07-21T03:00:00,Vessel speed (kn),16.09,15.0,11.0,19.0,False
ANM-0015,2026-07-21T04:00:00,Vessel speed (kn),16.932,15.0,11.0,19.0,False
ANM-0015,2026-07-21T05:00:00,Vessel speed (kn),16.952,15.0,11.0,19.0,False
ANM-0015,2026-07-21T06:00:00,Vessel speed (kn),17.805,15.0,11.0,19.0,False
ANM-0015,2026-07-21T07:00:00,Vessel speed (kn),18.042,15.0,11.0,19.0,False
ANM-0015,2026-07-21T08:00:00,Vessel speed (kn),18.84,15.0,11.0,19.0,True
ANM-0016,2026-07-20T03:00:00,Draft (m),10.888,10.8,8.0,13.5,False
ANM-0016,2026-07-20T04:00:00,Draft (m),10.744,10.8,8.0,13.5,False
ANM-0016,2026-07-20T05:00:00,Draft (m),10.558,10.8,8.0,13.5,False
ANM-0016,2026-07-20T06:00:00,Draft (m),10.697,10.8,8.0,13.5,False
ANM-0016,2026-07-20T07:00:00,Draft (m),10.841,10.8,8.0,13.5,False
ANM-0016,2026-07-20T08:00:00,Draft (m),10.779,10.8,8.0,13.5,False
ANM-0016,2026-07-20T09:00:00,Draft (m),10.783,10.8,8.0,13.5,False
ANM-0016,2026-07-20T10:00:00,Draft (m),10.806,10.8,8.0,13.5,False
ANM-0016,2026-07-20T11:00:00,Draft (m),10.965,10.8,8.0,13.5,False
ANM-0016,2026-07-20T12:00:00,Draft (m),10.81,10.8,8.0,13.5,False
ANM-0016,2026-07-20T13:00:00,Draft (m),11.01,10.8,8.0,13.5,False
ANM-0016,2026-07-20T14:00:00,Draft (m),10.864,10.8,8.0,13.5,False
ANM-0016,2026-07-20T15:00:00,Draft (m),10.728,10.8,8.0,13.5,False
ANM-0016,2026-07-20T16:00:00,Draft (m),10.787,10.8,8.0,13.5,False
ANM-0016,2026-07-20T17:00:00,Draft (m),10.88,10.8,8.0,13.5,False
ANM-0016,2026-07-20T18:00:00,Draft (m),10.72,10.8,8.0,13.5,False
ANM-0016,2026-07-20T19:00:00,Draft (m),10.655,10.8,8.0,13.5,False
ANM-0016,2026-07-20T20:00:00,Draft (m),10.748,10.8,8.0,13.5,False
ANM-0016,2026-07-20T21:00:00,Draft (m),10.824,10.8,8.0,13.5,False
ANM-0016,2026-07-20T22:00:00,Draft (m),10.879,10.8,8.0,13.5,False
ANM-0016,2026-07-20T23:00:00,Draft (m),11.097,10.8,8.0,13.5,False
ANM-0016,2026-07-21T00:00:00,Draft (m),10.914,10.8,8.0,13.5,False
ANM-0016,2026-07-21T01:00:00,Draft (m),11.115,10.8,8.0,13.5,False
ANM-0016,2026-07-21T02:00:00,Draft (m),11.419,10.8,8.0,13.5,False
ANM-0016,2026-07-21T03:00:00,Draft (m),11.301,10.8,8.0,13.5,True
ANM-0017,2026-07-21T12:00:00,Vibration (mm/s),3.458,3.5,0.0,6.5,False
ANM-0017,2026-07-21T13:00:00,Vibration (mm/s),3.516,3.5,0.0,6.5,False
ANM-0017,2026-07-21T14:00:00,Vibration (mm/s),3.486,3.5,0.0,6.5,False
ANM-0017,2026-07-21T15:00:00,Vibration (mm/s),3.6,3.5,0.0,6.5,False
ANM-0017,2026-07-21T16:00:00,Vibration (mm/s),3.611,3.5,0.0,6.5,False
ANM-0017,2026-07-21T17:00:00,Vibration (mm/s),3.411,3.5,0.0,6.5,False
ANM-0017,2026-07-21T18:00:00,Vibration (mm/s),3.443,3.5,0.0,6.5,False
ANM-0017,2026-07-21T19:00:00,Vibration (mm/s),3.428,3.5,0.0,6.5,False
ANM-0017,2026-07-21T20:00:00,Vibration (mm/s),3.462,3.5,0.0,6.5,False
ANM-0017,2026-07-21T21:00:00,Vibration (mm/s),3.393,3.5,0.0,6.5,False
ANM-0017,2026-07-21T22:00:00,Vibration (mm/s),3.458,3.5,0.0,6.5,False
ANM-0017,2026-07-21T23:00:00,Vibration (mm/s),3.489,3.5,0.0,6.5,False
ANM-0017,2026-07-22T00:00:00,Vibration (mm/s),3.537,3.5,0.0,6.5,False
ANM-0017,2026-07-22T01:00:00,Vibration (mm/s),3.578,3.5,0.0,6.5,False
ANM-0017,2026-07-22T02:00:00,Vibration (mm/s),3.551,3.5,0.0,6.5,False
ANM-0017,2026-07-22T03:00:00,Vibration (mm/s),3.529,3.5,0.0,6.5,False
ANM-0017,2026-07-22T04:00:00,Vibration (mm/s),3.46,3.5,0.0,6.5,False
ANM-0017,2026-07-22T05:00:00,Vibration (mm/s),3.503,3.5,0.0,6.5,False
ANM-0017,2026-07-22T06:00:00,Vibration (mm/s),3.518,3.5,0.0,6.5,False
ANM-0017,2026-07-22T07:00:00,Vibration (mm/s),3.4,3.5,0.0,6.5,False
ANM-0017,2026-07-22T08:00:00,Vibration (mm/s),3.651,3.5,0.0,6.5,False
ANM-0017,2026-07-22T09:00:00,Vibration (mm/s),3.652,3.5,0.0,6.5,False
ANM-0017,2026-07-22T10:00:00,Vibration (mm/s),3.587,3.5,0.0,6.5,False
ANM-0017,2026-07-22T11:00:00,Vibration (mm/s),3.629,3.5,0.0,6.5,False
ANM-0017,2026-07-22T12:00:00,Vibration (mm/s),3.637,3.5,0.0,6.5,True
ANM-0018,2026-07-21T07:00:00,Hydraulic pressure (bar),217.15,215.0,185.0,245.0,False
ANM-0018,2026-07-21T08:00:00,Hydraulic pressure (bar),217.567,215.0,185.0,245.0,False
ANM-0018,2026-07-21T09:00:00,Hydraulic pressure (bar),214.961,215.0,185.0,245.0,False
ANM-0018,2026-07-21T10:00:00,Hydraulic pressure (bar),210.429,215.0,185.0,245.0,False
ANM-0018,2026-07-21T11:00:00,Hydraulic pressure (bar),212.673,215.0,185.0,245.0,False
ANM-0018,2026-07-21T12:00:00,Hydraulic pressure (bar),217.621,215.0,185.0,245.0,False
ANM-0018,2026-07-21T13:00:00,Hydraulic pressure (bar),218.629,215.0,185.0,245.0,False
ANM-0018,2026-07-21T14:00:00,Hydraulic pressure (bar),215.418,215.0,185.0,245.0,False
ANM-0018,2026-07-21T15:00:00,Hydraulic pressure (bar),213.832,215.0,185.0,245.0,False
ANM-0018,2026-07-21T16:00:00,Hydraulic pressure (bar),215.863,215.0,185.0,245.0,False
ANM-0018,2026-07-21T17:00:00,Hydraulic pressure (bar),216.087,215.0,185.0,245.0,False
ANM-0018,2026-07-21T18:00:00,Hydraulic pressure (bar),213.871,215.0,185.0,245.0,False
ANM-0018,2026-07-21T19:00:00,Hydraulic pressure (bar),213.537,215.0,185.0,245.0,False
ANM-0018,2026-07-21T20:00:00,Hydraulic pressure (bar),215.39,215.0,185.0,245.0,False
ANM-0018,2026-07-21T21:00:00,Hydraulic pressure (bar),220.427,215.0,185.0,245.0,False
ANM-0018,2026-07-21T22:00:00,Hydraulic pressure (bar),214.826,215.0,185.0,245.0,False
ANM-0018,2026-07-21T23:00:00,Hydraulic pressure (bar),214.797,215.0,185.0,245.0,False
ANM-0018,2026-07-22T00:00:00,Hydraulic pressure (bar),217.033,215.0,185.0,245.0,False
ANM-0018,2026-07-22T01:00:00,Hydraulic pressure (bar),216.506,215.0,185.0,245.0,False
ANM-0018,2026-07-22T02:00:00,Hydraulic pressure (bar),213.049,215.0,185.0,245.0,False
ANM-0018,2026-07-22T03:00:00,Hydraulic pressure (bar),208.83,215.0,185.0,245.0,False
ANM-0018,2026-07-22T04:00:00,Hydraulic pressure (bar),209.269,215.0,185.0,245.0,False
ANM-0018,2026-07-22T05:00:00,Hydraulic pressure (bar),208.588,215.0,185.0,245.0,False
ANM-0018,2026-07-22T06:00:00,Hydraulic pressure (bar),200.743,215.0,185.0,245.0,False
ANM-0018,2026-07-22T07:00:00,Hydraulic pressure (bar),194.886,215.0,185.0,245.0,True
ANM-0019,2026-07-21T02:00:00,Motor temperature (°C),67.629,68.0,40.0,82.0,False
ANM-0019,2026-07-21T03:00:00,Motor temperature (°C),67.606,68.0,40.0,82.0,False
ANM-0019,2026-07-21T04:00:00,Motor temperature (°C),68.386,68.0,40.0,82.0,False
ANM-0019,2026-07-21T05:00:00,Motor temperature (°C),68.317,68.0,40.0,82.0,False
ANM-0019,2026-07-21T06:00:00,Motor temperature (°C),67.384,68.0,40.0,82.0,False
ANM-0019,2026-07-21T07:00:00,Motor temperature (°C),68.28,68.0,40.0,82.0,False
ANM-0019,2026-07-21T08:00:00,Motor temperature (°C),70.688,68.0,40.0,82.0,False
ANM-0019,2026-07-21T09:00:00,Motor temperature (°C),68.936,68.0,40.0,82.0,False
ANM-0019,2026-07-21T10:00:00,Motor temperature (°C),68.157,68.0,40.0,82.0,False
ANM-0019,2026-07-21T11:00:00,Motor temperature (°C),67.398,68.0,40.0,82.0,False
ANM-0019,2026-07-21T12:00:00,Motor temperature (°C),67.688,68.0,40.0,82.0,False
ANM-0019,2026-07-21T13:00:00,Motor temperature (°C),68.579,68.0,40.0,82.0,False
ANM-0019,2026-07-21T14:00:00,Motor temperature (°C),67.644,68.0,40.0,82.0,False
ANM-0019,2026-07-21T15:00:00,Motor temperature (°C),68.247,68.0,40.0,82.0,False
ANM-0019,2026-07-21T16:00:00,Motor temperature (°C),68.137,68.0,40.0,82.0,False
ANM-0019,2026-07-21T17:00:00,Motor temperature (°C),68.217,68.0,40.0,82.0,False
ANM-0019,2026-07-21T18:00:00,Motor temperature (°C),68.057,68.0,40.0,82.0,False
ANM-0019,2026-07-21T19:00:00,Motor temperature (°C),67.011,68.0,40.0,82.0,False
ANM-0019,2026-07-21T20:00:00,Motor temperature (°C),69.57,68.0,40.0,82.0,False
ANM-0019,2026-07-21T21:00:00,Motor temperature (°C),71.367,68.0,40.0,82.0,False
ANM-0019,2026-07-21T22:00:00,Motor temperature (°C),73.032,68.0,40.0,82.0,False
ANM-0019,2026-07-21T23:00:00,Motor temperature (°C),73.072,68.0,40.0,82.0,False
ANM-0019,2026-07-22T00:00:00,Motor temperature (°C),74.512,68.0,40.0,82.0,False
ANM-0019,2026-07-22T01:00:00,Motor temperature (°C),76.423,68.0,40.0,82.0,False
ANM-0019,2026-07-22T02:00:00,Motor temperature (°C),77.832,68.0,40.0,82.0,True
ANM-0020,2026-07-20T21:00:00,Electrical current (A),303.509,310.0,220.0,380.0,False
ANM-0020,2026-07-20T22:00:00,Electrical current (A),311.928,310.0,220.0,380.0,False
ANM-0020,2026-07-20T23:00:00,Electrical current (A),315.847,310.0,220.0,380.0,False
ANM-0020,2026-07-21T00:00:00,Electrical current (A),311.626,310.0,220.0,380.0,False
ANM-0020,2026-07-21T01:00:00,Electrical current (A),311.734,310.0,220.0,380.0,False
ANM-0020,2026-07-21T02:00:00,Electrical current (A),308.781,310.0,220.0,380.0,False
ANM-0020,2026-07-21T03:00:00,Electrical current (A),313.824,310.0,220.0,380.0,False
ANM-0020,2026-07-21T04:00:00,Electrical current (A),314.715,310.0,220.0,380.0,False
ANM-0020,2026-07-21T05:00:00,Electrical current (A),311.387,310.0,220.0,380.0,False
ANM-0020,2026-07-21T06:00:00,Electrical current (A),314.284,310.0,220.0,380.0,False
ANM-0020,2026-07-21T07:00:00,Electrical current (A),305.681,310.0,220.0,380.0,False
ANM-0020,2026-07-21T08:00:00,Electrical current (A),308.015,310.0,220.0,380.0,False
ANM-0020,2026-07-21T09:00:00,Electrical current (A),309.44,310.0,220.0,380.0,False
ANM-0020,2026-07-21T10:00:00,Electrical current (A),305.226,310.0,220.0,380.0,False
ANM-0020,2026-07-21T11:00:00,Electrical current (A),303.249,310.0,220.0,380.0,False
ANM-0020,2026-07-21T12:00:00,Electrical current (A),308.28,310.0,220.0,380.0,False
ANM-0020,2026-07-21T13:00:00,Electrical current (A),306.915,310.0,220.0,380.0,False
ANM-0020,2026-07-21T14:00:00,Electrical current (A),315.32,310.0,220.0,380.0,False
ANM-0020,2026-07-21T15:00:00,Electrical current (A),313.924,310.0,220.0,380.0,False
ANM-0020,2026-07-21T16:00:00,Electrical current (A),332.198,310.0,220.0,380.0,False
ANM-0020,2026-07-21T17:00:00,Electrical current (A),339.62,310.0,220.0,380.0,False
ANM-0020,2026-07-21T18:00:00,Electrical current (A),353.281,310.0,220.0,380.0,False
ANM-0020,2026-07-21T19:00:00,Electrical current (A),363.824,310.0,220.0,380.0,False
ANM-0020,2026-07-21T20:00:00,Electrical current (A),370.434,310.0,220.0,380.0,False
ANM-0020,2026-07-21T21:00:00,Electrical current (A),381.356,310.0,220.0,380.0,True
ANM-0021,2026-07-20T16:00:00,Hoist-cycle time (s),95.943,96.0,75.0,120.0,False
ANM-0021,2026-07-20T17:00:00,Hoist-cycle time (s),95.88,96.0,75.0,120.0,False
ANM-0021,2026-07-20T18:00:00,Hoist-cycle time (s),98.138,96.0,75.0,120.0,False
ANM-0021,2026-07-20T19:00:00,Hoist-cycle time (s),96.828,96.0,75.0,120.0,False
ANM-0021,2026-07-20T20:00:00,Hoist-cycle time (s),95.986,96.0,75.0,120.0,False
ANM-0021,2026-07-20T21:00:00,Hoist-cycle time (s),95.467,96.0,75.0,120.0,False
ANM-0021,2026-07-20T22:00:00,Hoist-cycle time (s),96.74,96.0,75.0,120.0,False
ANM-0021,2026-07-20T23:00:00,Hoist-cycle time (s),96.777,96.0,75.0,120.0,False
ANM-0021,2026-07-21T00:00:00,Hoist-cycle time (s),95.843,96.0,75.0,120.0,False
ANM-0021,2026-07-21T01:00:00,Hoist-cycle time (s),94.951,96.0,75.0,120.0,False
ANM-0021,2026-07-21T02:00:00,Hoist-cycle time (s),95.356,96.0,75.0,120.0,False
ANM-0021,2026-07-21T03:00:00,Hoist-cycle time (s),96.299,96.0,75.0,120.0,False
ANM-0021,2026-07-21T04:00:00,Hoist-cycle time (s),95.947,96.0,75.0,120.0,False
ANM-0021,2026-07-21T05:00:00,Hoist-cycle time (s),95.065,96.0,75.0,120.0,False
ANM-0021,2026-07-21T06:00:00,Hoist-cycle time (s),96.964,96.0,75.0,120.0,False
ANM-0021,2026-07-21T07:00:00,Hoist-cycle time (s),96.728,96.0,75.0,120.0,False
ANM-0021,2026-07-21T08:00:00,Hoist-cycle time (s),95.095,96.0,75.0,120.0,False
ANM-0021,2026-07-21T09:00:00,Hoist-cycle time (s),95.943,96.0,75.0,120.0,False
ANM-0021,2026-07-21T10:00:00,Hoist-cycle time (s),94.204,96.0,75.0,120.0,False
ANM-0021,2026-07-21T11:00:00,Hoist-cycle time (s),93.785,96.0,75.0,120.0,False
ANM-0021,2026-07-21T12:00:00,Hoist-cycle time (s),90.931,96.0,75.0,120.0,False
ANM-0021,2026-07-21T13:00:00,Hoist-cycle time (s),91.176,96.0,75.0,120.0,False
ANM-0021,2026-07-21T14:00:00,Hoist-cycle time (s),88.612,96.0,75.0,120.0,False
ANM-0021,2026-07-21T15:00:00,Hoist-cycle time (s),87.542,96.0,75.0,120.0,False
ANM-0021,2026-07-21T16:00:00,Hoist-cycle time (s),85.552,96.0,75.0,120.0,True
ANM-0022,2026-07-20T11:00:00,Vibration (mm/s),3.559,3.5,0.0,6.5,False
ANM-0022,2026-07-20T12:00:00,Vibration (mm/s),3.466,3.5,0.0,6.5,False
ANM-0022,2026-07-20T13:00:00,Vibration (mm/s),3.586,3.5,0.0,6.5,False
ANM-0022,2026-07-20T14:00:00,Vibration (mm/s),3.431,3.5,0.0,6.5,False
ANM-0022,2026-07-20T15:00:00,Vibration (mm/s),3.503,3.5,0.0,6.5,False
ANM-0022,2026-07-20T16:00:00,Vibration (mm/s),3.512,3.5,0.0,6.5,False
ANM-0022,2026-07-20T17:00:00,Vibration (mm/s),3.554,3.5,0.0,6.5,False
ANM-0022,2026-07-20T18:00:00,Vibration (mm/s),3.584,3.5,0.0,6.5,False
ANM-0022,2026-07-20T19:00:00,Vibration (mm/s),3.534,3.5,0.0,6.5,False
ANM-0022,2026-07-20T20:00:00,Vibration (mm/s),3.614,3.5,0.0,6.5,False
ANM-0022,2026-07-20T21:00:00,Vibration (mm/s),3.606,3.5,0.0,6.5,False
ANM-0022,2026-07-20T22:00:00,Vibration (mm/s),3.515,3.5,0.0,6.5,False
ANM-0022,2026-07-20T23:00:00,Vibration (mm/s),3.501,3.5,0.0,6.5,False
ANM-0022,2026-07-21T00:00:00,Vibration (mm/s),3.578,3.5,0.0,6.5,False
ANM-0022,2026-07-21T01:00:00,Vibration (mm/s),3.43,3.5,0.0,6.5,False
ANM-0022,2026-07-21T02:00:00,Vibration (mm/s),3.504,3.5,0.0,6.5,False
ANM-0022,2026-07-21T03:00:00,Vibration (mm/s),3.514,3.5,0.0,6.5,False
ANM-0022,2026-07-21T04:00:00,Vibration (mm/s),3.623,3.5,0.0,6.5,False
ANM-0022,2026-07-21T05:00:00,Vibration (mm/s),3.561,3.5,0.0,6.5,False
ANM-0022,2026-07-21T06:00:00,Vibration (mm/s),3.694,3.5,0.0,6.5,False
ANM-0022,2026-07-21T07:00:00,Vibration (mm/s),3.75,3.5,0.0,6.5,False
ANM-0022,2026-07-21T08:00:00,Vibration (mm/s),3.766,3.5,0.0,6.5,False
ANM-0022,2026-07-21T09:00:00,Vibration (mm/s),4.028,3.5,0.0,6.5,False
ANM-0022,2026-07-21T10:00:00,Vibration (mm/s),4.076,3.5,0.0,6.5,False
ANM-0022,2026-07-21T11:00:00,Vibration (mm/s),4.116,3.5,0.0,6.5,True
ANM-0023,2026-07-20T06:00:00,Hydraulic pressure (bar),218.105,215.0,185.0,245.0,False
ANM-0023,2026-07-20T07:00:00,Hydraulic pressure (bar),217.721,215.0,185.0,245.0,False
ANM-0023,2026-07-20T08:00:00,Hydraulic pressure (bar),216.203,215.0,185.0,245.0,False
ANM-0023,2026-07-20T09:00:00,Hydraulic pressure (bar),213.851,215.0,185.0,245.0,False
ANM-0023,2026-07-20T10:00:00,Hydraulic pressure (bar),214.64,215.0,185.0,245.0,False
ANM-0023,2026-07-20T11:00:00,Hydraulic pressure (bar),218.107,215.0,185.0,245.0,False
ANM-0023,2026-07-20T12:00:00,Hydraulic pressure (bar),214.773,215.0,185.0,245.0,False
ANM-0023,2026-07-20T13:00:00,Hydraulic pressure (bar),215.601,215.0,185.0,245.0,False
ANM-0023,2026-07-20T14:00:00,Hydraulic pressure (bar),214.697,215.0,185.0,245.0,False
ANM-0023,2026-07-20T15:00:00,Hydraulic pressure (bar),210.189,215.0,185.0,245.0,False
ANM-0023,2026-07-20T16:00:00,Hydraulic pressure (bar),211.586,215.0,185.0,245.0,False
ANM-0023,2026-07-20T17:00:00,Hydraulic pressure (bar),213.162,215.0,185.0,245.0,False
ANM-0023,2026-07-20T18:00:00,Hydraulic pressure (bar),213.695,215.0,185.0,245.0,False
ANM-0023,2026-07-20T19:00:00,Hydraulic pressure (bar),219.076,215.0,185.0,245.0,False
ANM-0023,2026-07-20T20:00:00,Hydraulic pressure (bar),216.331,215.0,185.0,245.0,False
ANM-0023,2026-07-20T21:00:00,Hydraulic pressure (bar),214.095,215.0,185.0,245.0,False
ANM-0023,2026-07-20T22:00:00,Hydraulic pressure (bar),217.098,215.0,185.0,245.0,False
ANM-0023,2026-07-20T23:00:00,Hydraulic pressure (bar),216.209,215.0,185.0,245.0,False
ANM-0023,2026-07-21T00:00:00,Hydraulic pressure (bar),220.624,215.0,185.0,245.0,False
ANM-0023,2026-07-21T01:00:00,Hydraulic pressure (bar),231.873,215.0,185.0,245.0,False
ANM-0023,2026-07-21T02:00:00,Hydraulic pressure (bar),238.692,215.0,185.0,245.0,False
ANM-0023,2026-07-21T03:00:00,Hydraulic pressure (bar),245.521,215.0,185.0,245.0,False
ANM-0023,2026-07-21T04:00:00,Hydraulic pressure (bar),259.744,215.0,185.0,245.0,False
